#         t         u1         u2         u3        s11        s12        s13        s22        s23        s33
 0.0000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
 2.7740e-08  0.000e+00  0.000e+00  1.000e-06 -1.000e-06  0.000e+00  0.000e+00  0.000e+00  0.000e+00 -1.000e-07
 6.7460e-08  0.000e+00  0.000e+00  2.000e-06 -1.000e-06  0.000e+00  0.000e+00  0.000e+00  2.000e-08 -1.000e-07
 1.2390e-07  1.000e-06  0.000e+00  3.000e-06 -2.000e-06  1.000e-06  0.000e+00  0.000e+00  4.000e-08 -1.000e-07
 2.0340e-07  1.000e-06  0.000e+00  4.000e-06 -3.000e-06  2.000e-06  0.000e+00 -1.000e-05  7.000e-08 -1.000e-07
 3.1120e-07  1.000e-06 -1.000e-05  5.000e-06 -4.000e-06  3.000e-06  0.000e+00 -1.000e-05  9.000e-08 -2.000e-07
 4.5390e-07  1.000e-06 -1.000e-05  7.000e-06 -5.000e-06  5.000e-06  0.000e+00 -2.000e-05  1.100e-07 -2.000e-07
 6.4240e-07  2.000e-06 -2.000e-05  1.000e-05 -7.000e-06  7.000e-06 -1.000e-08 -3.000e-05  1.000e-07 -3.000e-07
 8.9100e-07  2.000e-06 -3.000e-05  1.200e-05 -9.000e-06  1.000e-05 -2.000e-08 -4.000e-05  1.300e-07 -4.000e-07
 1.2190e-06  3.000e-06 -4.000e-05  1.600e-05 -1.100e-05  1.400e-05 -3.000e-08 -5.000e-05  1.400e-07 -6.000e-07
 1.6500e-06  4.000e-06 -6.000e-05  1.900e-05 -1.400e-05  1.900e-05 -5.000e-08 -7.000e-05  2.200e-07 -8.000e-07
 2.2180e-06  5.000e-06 -7.000e-05  2.300e-05 -1.800e-05  2.400e-05 -7.000e-08 -9.000e-05  2.700e-07 -1.000e-06
 2.9620e-06  6.000e-06 -9.000e-05  2.800e-05 -2.200e-05  3.100e-05 -8.000e-08 -1.100e-04  3.600e-07 -1.300e-06
 3.9390e-06  7.000e-06 -1.100e-04  3.400e-05 -2.700e-05  3.900e-05 -1.100e-07 -1.300e-04  4.400e-07 -1.600e-06
 5.2220e-06  9.000e-06 -1.400e-04  4.000e-05 -3.200e-05  4.900e-05 -1.400e-07 -1.600e-04  5.300e-07 -2.000e-06
 6.9060e-06  1.100e-05 -1.700e-04  4.700e-05 -3.800e-05  6.000e-05 -1.700e-07 -1.900e-04  6.300e-07 -2.500e-06
 9.1210e-06  1.300e-05 -2.000e-04  5.500e-05 -4.500e-05  7.300e-05 -2.000e-07 -2.300e-04  7.500e-07 -3.000e-06
 1.2030e-05  1.500e-05 -2.400e-04  6.400e-05 -5.300e-05  8.800e-05 -2.500e-07 -2.700e-04  8.400e-07 -3.600e-06
 1.5830e-05  1.800e-05 -2.800e-04  7.300e-05 -6.200e-05  1.040e-04 -3.000e-07 -3.200e-04  9.800e-07 -4.300e-06
